mode: set
gowails/pkg/app/jobs/jobs.go:54.43,55.48 1 1
gowails/pkg/app/docker/metrics_live.go:279.14,281.3 1 0
gowails/pkg/app/docker/metrics_live.go:282.2,284.36 3 1
gowails/pkg/app/docker/metrics_live.go:284.36,286.3 1 0
gowails/pkg/app/docker/metrics_live.go:287.2,288.17 2 1
gowails/pkg/app/docker/metrics_live.go:288.17,289.55 1 0
gowails/pkg/app/docker/metrics_live.go:289.55,291.4 1 0
gowails/pkg/app/docker/metrics_live.go:291.9,293.4 1 0
gowails/pkg/app/docker/metrics_live.go:295.2,295.47 1 1
gowails/pkg/app/docker/metrics_live.go:298.72,299.14 1 1
gowails/pkg/app/docker/metrics_live.go:299.14,301.3 1 0
gowails/pkg/app/docker/metrics_live.go:302.2,305.32 4 1
gowails/pkg/app/docker/metrics_live.go:305.32,306.48 1 1
gowails/pkg/app/docker/metrics_live.go:306.48,308.4 1 1
gowails/pkg/app/docker/metrics_live.go:310.2,310.32 1 1
gowails/pkg/app/docker/metrics_live.go:310.32,312.3 1 1
gowails/pkg/app/docker/metrics_live.go:313.2,313.15 1 1
gowails/pkg/app/docker/metrics_live.go:313.15,315.3 1 0
gowails/pkg/app/docker/metrics_live.go:316.2,316.21 1 1
gowails/pkg/app/docker/metrics_live.go:319.69,320.14 1 1
gowails/pkg/app/docker/metrics_live.go:320.14,322.3 1 0
gowails/pkg/app/docker/metrics_live.go:323.2,323.23 1 1
gowails/pkg/app/docker/metrics_live.go:323.23,325.3 1 0
gowails/pkg/app/docker/metrics_live.go:326.2,326.31 1 1
gowails/pkg/app/docker/metrics_live.go:326.31,329.3 2 1
gowails/pkg/app/docker/metrics_live.go:330.2,330.15 1 1
gowails/pkg/app/docker/metrics_live.go:333.81,334.24 1 1
gowails/pkg/app/docker/metrics_live.go:334.24,336.3 1 0
gowails/pkg/app/docker/metrics_live.go:337.2,338.19 2 1
gowails/pkg/app/docker/metrics_live.go:338.19,340.3 1 0
gowails/pkg/app/docker/metrics_live.go:342.2,342.33 1 1
gowails/pkg/app/docker/names.go:7.35,9.2 1 1
gowails/pkg/app/docker/names.go:17.58,22.17 4 1
gowails/pkg/app/docker/names.go:22.17,25.3 2 0
gowails/pkg/app/docker/names.go:26.2,26.22 1 1
gowails/pkg/app/docker/names.go:26.22,28.3 1 1
gowails/pkg/app/docker/names.go:31.2,31.49 1 1
gowails/pkg/app/docker/names.go:31.49,32.14 1 1
gowails/pkg/app/docker/names.go:32.14,34.4 1 1
gowails/pkg/app/docker/names.go:35.3,35.35 1 1
gowails/pkg/app/docker/names.go:37.2,37.48 1 1
gowails/pkg/app/docker/names.go:37.48,38.14 1 1
gowails/pkg/app/docker/names.go:38.14,40.4 1 0
gowails/pkg/app/docker/names.go:41.3,41.35 1 1
gowails/pkg/app/docker/names.go:44.2,44.13 1 1
gowails/pkg/app/docker/names.go:44.13,46.3 1 1
gowails/pkg/app/docker/names.go:48.2,49.39 2 1
gowails/pkg/app/docker/names.go:49.39,51.56 2 0
gowails/pkg/app/docker/names.go:51.56,52.15 1 0
gowails/pkg/app/docker/names.go:52.15,54.5 1 0
gowails/pkg/app/docker/names.go:55.4,55.36 1 0
gowails/pkg/app/docker/names.go:58.2,58.16 1 1
gowails/pkg/app/docker/names.go:58.16,60.3 1 0
gowails/pkg/app/docker/names.go:61.2,61.13 1 1
gowails/pkg/app/docker/network_connections.go:21.116,23.2 1 0
gowails/pkg/app/docker/network_connections.go:25.131,27.94 2 1
gowails/pkg/app/docker/network_connections.go:27.94,28.25 1 1
gowails/pkg/app/docker/network_connections.go:28.25,30.4 1 1
gowails/pkg/app/docker/network_connections.go:33.2,34.16 2 1
gowails/pkg/app/docker/network_connections.go:34.16,36.3 1 0
gowails/pkg/app/docker/network_connections.go:38.2,39.31 2 1
gowails/pkg/app/docker/network_connections.go:39.31,41.52 2 1
gowails/pkg/app/docker/network_connections.go:41.52,42.56 1 1
gowails/pkg/app/docker/network_connections.go:42.56,44.10 2 1
gowails/pkg/app/docker/network_connections.go:47.3,47.15 1 1
gowails/pkg/app/docker/network_connections.go:47.15,49.4 1 1
gowails/pkg/app/docker/network_connections.go:52.2,52.38 1 1
gowails/pkg/app/docker/network_connections.go:52.38,52.88 1 1
gowails/pkg/app/docker/network_connections.go:53.2,53.17 1 1
gowails/pkg/app/docker/network_connections.go:58.116,60.2 1 0
gowails/pkg/app/docker/network_connections.go:62.131,64.16 2 1
gowails/pkg/app/docker/network_connections.go:64.16,66.3 1 0
gowails/pkg/app/docker/network_connections.go:68.2,70.16 3 1
gowails/pkg/app/docker/network_connections.go:70.16,71.32 1 1
gowails/pkg/app/docker/network_connections.go:71.32,73.4 1 1
gowails/pkg/app/docker/network_connections.go:76.2,78.16 3 1
gowails/pkg/app/docker/network_connections.go:78.16,79.27 1 1
gowails/pkg/app/docker/network_connections.go:79.27,81.4 1 1
gowails/pkg/app/docker/network_connections.go:84.2,85.29 2 1
gowails/pkg/app/docker/network_connections.go:85.29,87.47 2 1
gowails/pkg/app/docker/network_connections.go:87.47,88.34 1 1
gowails/pkg/app/docker/network_connections.go:88.34,90.10 2 1
gowails/pkg/app/docker/network_connections.go:93.3,93.16 1 1
gowails/pkg/app/docker/network_connections.go:93.16,94.12 1 1
gowails/pkg/app/docker/network_connections.go:96.3,96.63 1 1
gowails/pkg/app/docker/network_connections.go:99.2,99.38 1 1
gowails/pkg/app/docker/network_connections.go:99.38,100.47 1 1
gowails/pkg/app/docker/network_connections.go:100.47,102.4 1 1
gowails/pkg/app/docker/network_connections.go:103.3,103.31 1 1
gowails/pkg/app/docker/network_connections.go:106.2,106.17 1 1
gowails/pkg/app/docker/network_connections.go:110.108,112.2 1 0
gowails/pkg/app/docker/network_connections.go:114.123,116.16 2 1
gowails/pkg/app/docker/network_connections.go:116.16,118.3 1 0
gowails/pkg/app/docker/network_connections.go:119.2,120.16 2 1
gowails/pkg/app/docker/network_connections.go:120.16,122.3 1 0
gowails/pkg/app/docker/network_connections.go:123.2,123.23 1 1
gowails/pkg/app/docker/networks.go:19.96,29.25 2 1
gowails/pkg/app/docker/networks.go:29.25,30.29 1 1
gowails/pkg/app/docker/networks.go:30.29,32.4 1 1
gowails/pkg/app/docker/networks.go:36.2,36.45 1 1
gowails/pkg/app/docker/networks.go:36.45,38.24 2 1
gowails/pkg/app/docker/networks.go:38.24,42.26 2 1
gowails/pkg/app/docker/networks.go:42.26,44.5 1 1
gowails/pkg/app/docker/networks.go:45.4,45.43 1 1
gowails/pkg/app/docker/networks.go:47.3,49.4 1 1
gowails/pkg/app/docker/networks.go:52.2,52.19 1 1
gowails/pkg/app/docker/networks.go:56.92,58.2 1 0
gowails/pkg/app/docker/networks.go:60.97,62.16 2 1
gowails/pkg/app/docker/networks.go:62.16,64.3 1 0
gowails/pkg/app/docker/networks.go:66.2,67.31 2 1
gowails/pkg/app/docker/networks.go:67.31,70.3 2 1
gowails/pkg/app/docker/networks.go:72.2,72.20 1 1
gowails/pkg/app/docker/networks.go:76.108,78.2 1 0
gowails/pkg/app/docker/networks.go:80.113,82.16 2 1
gowails/pkg/app/docker/networks.go:82.16,84.3 1 0
gowails/pkg/app/docker/networks.go:86.2,87.19 2 1
gowails/pkg/app/docker/networks.go:91.58,93.2 1 1
gowails/pkg/app/docker/networks.go:96.66,109.25 2 1
gowails/pkg/app/docker/networks.go:109.25,111.3 1 1
gowails/pkg/app/docker/networks.go:113.2,113.30 1 1
gowails/pkg/app/docker/networks.go:113.30,114.39 1 0
gowails/pkg/app/docker/networks.go:114.39,121.4 1 0
gowails/pkg/app/docker/networks.go:124.2,124.24 1 1
gowails/pkg/app/docker/networks.go:124.24,126.3 1 1
gowails/pkg/app/docker/networks.go:128.2,128.13 1 1
gowails/pkg/app/docker/networks.go:132.137,134.2 1 0
gowails/pkg/app/docker/networks.go:136.142,140.16 3 1
gowails/pkg/app/docker/networks.go:140.16,142.3 1 0
gowails/pkg/app/docker/networks.go:143.2,143.21 1 1
gowails/pkg/app/docker/networks.go:157.90,159.2 1 0
gowails/pkg/app/docker/networks.go:161.95,163.2 1 1
gowails/pkg/app/docker/networks.go:166.84,168.2 1 0
gowails/pkg/app/docker/networks.go:170.89,172.16 2 1
gowails/pkg/app/docker/networks.go:172.16,174.3 1 0
gowails/pkg/app/docker/networks.go:175.2,175.36 1 1
gowails/pkg/app/docker/nodes.go:24.86,26.2 1 0
gowails/pkg/app/docker/nodes.go:28.88,30.16 2 1
gowails/pkg/app/docker/nodes.go:30.16,32.3 1 0
gowails/pkg/app/docker/nodes.go:34.2,35.29 2 1
gowails/pkg/app/docker/nodes.go:35.29,38.3 2 1
gowails/pkg/app/docker/nodes.go:40.2,40.20 1 1
gowails/pkg/app/docker/nodes.go:44.99,46.2 1 0
gowails/pkg/app/docker/nodes.go:48.101,50.16 2 1
gowails/pkg/app/docker/nodes.go:50.16,52.3 1 0
gowails/pkg/app/docker/nodes.go:54.2,55.19 2 1
gowails/pkg/app/docker/nodes.go:59.48,80.57 2 1
gowails/pkg/app/docker/nodes.go:80.57,86.3 1 0
gowails/pkg/app/docker/nodes.go:88.2,88.24 1 1
gowails/pkg/app/docker/nodes.go:88.24,90.3 1 1
gowails/pkg/app/docker/nodes.go:92.2,92.13 1 1
gowails/pkg/app/docker/nodes.go:96.117,98.2 1 0
gowails/pkg/app/docker/nodes.go:100.119,102.16 2 1
gowails/pkg/app/docker/nodes.go:102.16,104.3 1 0
gowails/pkg/app/docker/nodes.go:106.2,107.22 2 1
gowails/pkg/app/docker/nodes.go:108.16,109.39 1 0
gowails/pkg/app/docker/nodes.go:110.15,111.38 1 0
gowails/pkg/app/docker/nodes.go:112.15,113.38 1 1
gowails/pkg/app/docker/nodes.go:114.10,115.47 1 0
gowails/pkg/app/docker/nodes.go:118.2,119.61 2 1
gowails/pkg/app/docker/nodes.go:123.101,125.2 1 0
gowails/pkg/app/docker/nodes.go:127.103,129.16 2 1
gowails/pkg/app/docker/nodes.go:129.16,131.3 1 0
gowails/pkg/app/docker/nodes.go:133.2,134.14 2 1
gowails/pkg/app/docker/nodes.go:135.16,136.34 1 0
gowails/pkg/app/docker/nodes.go:137.17,138.35 1 1
gowails/pkg/app/docker/nodes.go:139.10,140.34 1 0
gowails/pkg/app/docker/nodes.go:143.2,144.61 2 1
gowails/pkg/app/docker/nodes.go:148.116,150.2 1 0
gowails/pkg/app/docker/nodes.go:152.118,154.16 2 1
gowails/pkg/app/docker/nodes.go:154.16,156.3 1 0
gowails/pkg/app/docker/nodes.go:158.2,159.61 2 1
gowails/pkg/app/docker/nodes.go:163.96,165.2 1 0
gowails/pkg/app/docker/nodes.go:167.98,169.2 1 1
gowails/pkg/app/docker/nodes.go:172.105,174.2 1 0
gowails/pkg/app/docker/nodes.go:176.107,179.16 2 1
gowails/pkg/app/docker/nodes.go:179.16,181.3 1 0
gowails/pkg/app/docker/nodes.go:184.2,186.16 3 1
gowails/pkg/app/docker/nodes.go:186.16,187.32 1 1
gowails/pkg/app/docker/nodes.go:187.32,189.4 1 1
gowails/pkg/app/docker/nodes.go:193.2,195.16 3 1
gowails/pkg/app/docker/nodes.go:195.16,196.30 1 1
gowails/pkg/app/docker/nodes.go:196.30,198.4 1 1
gowails/pkg/app/docker/nodes.go:201.2,202.29 2 1
gowails/pkg/app/docker/nodes.go:202.29,205.3 2 1
gowails/pkg/app/docker/nodes.go:207.2,207.20 1 1
gowails/pkg/app/docker/nodes.go:211.46,212.22 1 1
gowails/pkg/app/docker/nodes.go:212.22,214.3 1 1
gowails/pkg/app/docker/nodes.go:215.2,216.11 2 1
gowails/pkg/app/docker/nodes.go:216.11,218.3 1 0
gowails/pkg/app/docker/nodes.go:219.2,223.14 4 1
gowails/pkg/app/docker/nodes.go:223.14,225.3 1 0
gowails/pkg/app/docker/nodes.go:225.8,225.22 1 1
gowails/pkg/app/docker/nodes.go:225.22,227.3 1 0
gowails/pkg/app/docker/nodes.go:227.8,227.24 1 1
gowails/pkg/app/docker/nodes.go:227.24,229.3 1 1
gowails/pkg/app/docker/nodes.go:230.2,230.41 1 0
gowails/pkg/app/docker/nodes.go:250.92,252.2 1 0
gowails/pkg/app/docker/nodes.go:254.99,256.16 2 1
gowails/pkg/app/docker/nodes.go:256.16,258.3 1 1
gowails/pkg/app/docker/nodes.go:260.2,261.16 2 1
gowails/pkg/app/docker/nodes.go:261.16,263.3 1 1
gowails/pkg/app/docker/nodes.go:266.2,267.40 2 1
gowails/pkg/app/docker/nodes.go:267.40,269.3 1 1
gowails/pkg/app/docker/nodes.go:271.2,278.23 2 1
gowails/pkg/app/docker/nodes.go:278.23,281.3 2 1
gowails/pkg/app/docker/nodes.go:283.2,283.20 1 1
gowails/pkg/app/docker/secrets.go:13.42,13.69 1 1
gowails/pkg/app/docker/secrets.go:30.90,32.2 1 0
gowails/pkg/app/docker/secrets.go:34.94,36.16 2 1
gowails/pkg/app/docker/secrets.go:36.16,38.3 1 0
gowails/pkg/app/docker/secrets.go:40.2,41.33 2 1
gowails/pkg/app/docker/secrets.go:41.33,44.3 2 1
gowails/pkg/app/docker/secrets.go:46.2,46.20 1 1
gowails/pkg/app/docker/secrets.go:50.105,52.2 1 0
gowails/pkg/app/docker/secrets.go:54.109,56.16 2 1
gowails/pkg/app/docker/secrets.go:56.16,58.3 1 0
gowails/pkg/app/docker/secrets.go:60.2,61.19 2 1
gowails/pkg/app/docker/secrets.go:65.56,74.31 2 1
gowails/pkg/app/docker/secrets.go:74.31,77.3 2 0
gowails/pkg/app/docker/secrets.go:78.2,78.31 1 1
gowails/pkg/app/docker/secrets.go:78.31,80.3 1 1
gowails/pkg/app/docker/secrets.go:82.2,82.24 1 1
gowails/pkg/app/docker/secrets.go:82.24,84.3 1 1
gowails/pkg/app/docker/secrets.go:86.2,86.13 1 1
gowails/pkg/app/docker/secrets.go:90.133,92.2 1 0
gowails/pkg/app/docker/secrets.go:94.137,104.16 3 1
gowails/pkg/app/docker/secrets.go:104.16,106.3 1 0
gowails/pkg/app/docker/secrets.go:107.2,107.21 1 1
gowails/pkg/app/docker/secrets.go:111.88,113.2 1 0
gowails/pkg/app/docker/secrets.go:115.92,117.2 1 1
gowails/pkg/app/docker/secrets.go:120.111,122.2 1 0
gowails/pkg/app/docker/secrets.go:124.118,126.16 2 1
gowails/pkg/app/docker/secrets.go:126.16,128.3 1 0
gowails/pkg/app/docker/secrets.go:129.2,132.16 3 1
gowails/pkg/app/docker/secrets.go:132.16,134.3 1 0
gowails/pkg/app/docker/secrets.go:136.2,137.31 2 1
gowails/pkg/app/docker/secrets.go:137.31,138.57 1 1
gowails/pkg/app/docker/secrets.go:138.57,140.4 1 1
gowails/pkg/app/docker/secrets.go:142.2,142.17 1 1
gowails/pkg/app/docker/secrets.go:147.145,149.2 1 0
gowails/pkg/app/docker/secrets.go:151.152,153.16 2 1
gowails/pkg/app/docker/secrets.go:153.16,155.3 1 0
gowails/pkg/app/docker/secrets.go:156.2,165.16 8 1
gowails/pkg/app/docker/secrets.go:165.16,167.3 1 0
gowails/pkg/app/docker/secrets.go:169.2,178.16 3 1
gowails/pkg/app/docker/secrets.go:178.16,180.3 1 0
gowails/pkg/app/docker/secrets.go:182.2,183.31 2 1
gowails/pkg/app/docker/secrets.go:183.31,184.56 1 1
gowails/pkg/app/docker/secrets.go:184.56,185.12 1 0
gowails/pkg/app/docker/secrets.go:187.3,188.17 2 1
gowails/pkg/app/docker/secrets.go:188.17,190.12 2 0
gowails/pkg/app/docker/secrets.go:192.3,193.15 2 1
gowails/pkg/app/docker/secrets.go:193.15,194.12 1 0
gowails/pkg/app/docker/secrets.go:196.3,198.17 3 1
gowails/pkg/app/docker/secrets.go:198.17,200.12 2 0
gowails/pkg/app/docker/secrets.go:202.3,202.118 1 1
gowails/pkg/app/docker/secrets.go:205.2,205.25 1 1
gowails/pkg/app/docker/secrets.go:205.25,207.3 1 0
gowails/pkg/app/docker/secrets.go:209.2,209.57 1 1
gowails/pkg/app/docker/secrets.go:209.57,211.3 1 0
gowails/pkg/app/docker/secrets.go:213.2,213.20 1 1
gowails/pkg/app/docker/secrets.go:216.83,218.15 2 1
gowails/pkg/app/docker/secrets.go:218.15,220.3 1 1
gowails/pkg/app/docker/secrets.go:221.2,221.26 1 1
gowails/pkg/app/docker/secrets.go:221.26,223.3 1 0
gowails/pkg/app/docker/secrets.go:224.2,224.33 1 1
gowails/pkg/app/docker/secrets.go:224.33,225.85 1 1
gowails/pkg/app/docker/secrets.go:225.85,227.4 1 1
gowails/pkg/app/docker/secrets.go:229.2,229.14 1 1
gowails/pkg/app/docker/secrets.go:232.100,234.15 2 1
gowails/pkg/app/docker/secrets.go:234.15,236.3 1 0
gowails/pkg/app/docker/secrets.go:237.2,238.28 2 1
gowails/pkg/app/docker/secrets.go:238.28,240.76 2 1
gowails/pkg/app/docker/secrets.go:240.76,244.4 3 1
gowails/pkg/app/docker/secrets.go:246.2,246.16 1 1
gowails/pkg/app/docker/services.go:36.109,38.2 1 0
gowails/pkg/app/docker/services.go:41.71,42.22 1 1
gowails/pkg/app/docker/services.go:42.22,44.3 1 1
gowails/pkg/app/docker/services.go:45.2,46.14 2 1
gowails/pkg/app/docker/services.go:46.14,48.3 1 1
gowails/pkg/app/docker/services.go:49.2,49.80 1 1
gowails/pkg/app/docker/services.go:53.65,54.21 1 1
gowails/pkg/app/docker/services.go:54.21,56.3 1 1
gowails/pkg/app/docker/services.go:57.2,58.26 2 1
gowails/pkg/app/docker/services.go:58.26,60.26 2 1
gowails/pkg/app/docker/services.go:60.26,62.4 1 0
gowails/pkg/app/docker/services.go:63.3,64.30 2 1
gowails/pkg/app/docker/services.go:64.30,66.4 1 0
gowails/pkg/app/docker/services.go:67.3,72.5 1 1
gowails/pkg/app/docker/services.go:74.2,74.15 1 1
gowails/pkg/app/docker/services.go:77.114,78.21 1 1
gowails/pkg/app/docker/services.go:78.21,80.3 1 1
gowails/pkg/app/docker/services.go:81.2,81.22 1 1
gowails/pkg/app/docker/services.go:81.22,83.3 1 1
gowails/pkg/app/docker/services.go:85.2,86.19 2 1
gowails/pkg/app/docker/services.go:86.19,88.3 1 1
gowails/pkg/app/docker/services.go:90.2,91.29 2 1
gowails/pkg/app/docker/services.go:91.29,92.14 1 0
gowails/pkg/app/docker/services.go:92.14,93.12 1 0
gowails/pkg/app/docker/services.go:95.3,95.29 1 0
gowails/pkg/app/docker/services.go:98.2,99.16 2 1
gowails/pkg/app/docker/services.go:99.16,101.3 1 1
gowails/pkg/app/docker/services.go:103.2,111.69 2 1
gowails/pkg/app/docker/services.go:111.69,113.3 1 1
gowails/pkg/app/docker/services.go:115.2,116.16 2 1
gowails/pkg/app/docker/services.go:116.16,118.3 1 0
gowails/pkg/app/docker/services.go:119.2,119.21 1 1
gowails/pkg/app/docker/services.go:123.92,125.2 1 0
gowails/pkg/app/docker/services.go:127.97,129.16 2 1
gowails/pkg/app/docker/services.go:129.16,131.3 1 0
gowails/pkg/app/docker/services.go:134.2,135.16 2 1
gowails/pkg/app/docker/services.go:135.16,137.3 1 0
gowails/pkg/app/docker/services.go:140.2,141.29 2 1
gowails/pkg/app/docker/services.go:141.29,142.50 1 1
gowails/pkg/app/docker/services.go:142.50,144.4 1 1
gowails/pkg/app/docker/services.go:147.2,148.31 2 1
gowails/pkg/app/docker/services.go:148.31,151.3 2 1
gowails/pkg/app/docker/services.go:153.2,153.20 1 1
gowails/pkg/app/docker/services.go:157.108,159.2 1 0
gowails/pkg/app/docker/services.go:161.113,163.16 2 1
gowails/pkg/app/docker/services.go:163.16,165.3 1 0
gowails/pkg/app/docker/services.go:168.2,173.16 6 1
gowails/pkg/app/docker/services.go:173.16,174.30 1 1
gowails/pkg/app/docker/services.go:174.30,175.51 1 1
gowails/pkg/app/docker/services.go:175.51,177.5 1 1
gowails/pkg/app/docker/services.go:181.2,182.19 2 1
gowails/pkg/app/docker/services.go:186.71,187.48 1 1
gowails/pkg/app/docker/services.go:187.48,189.3 1 1
gowails/pkg/app/docker/services.go:190.2,192.19 3 1
gowails/pkg/app/docker/services.go:192.19,194.3 1 0
gowails/pkg/app/docker/services.go:195.2,195.22 1 1
gowails/pkg/app/docker/services.go:195.22,197.3 1 0
gowails/pkg/app/docker/services.go:201.69,202.34 1 1
gowails/pkg/app/docker/services.go:202.34,204.3 1 1
gowails/pkg/app/docker/services.go:205.2,213.3 2 0
gowails/pkg/app/docker/services.go:217.63,218.44 1 1
gowails/pkg/app/docker/services.go:218.44,220.3 1 1
gowails/pkg/app/docker/services.go:221.2,223.23 3 0
gowails/pkg/app/docker/services.go:223.23,228.3 1 0
gowails/pkg/app/docker/services.go:229.2,229.29 1 0
gowails/pkg/app/docker/services.go:229.29,234.3 1 0
gowails/pkg/app/docker/services.go:235.2,235.52 1 0
gowails/pkg/app/docker/services.go:235.52,237.3 1 0
gowails/pkg/app/docker/services.go:238.2,238.13 1 0
gowails/pkg/app/docker/services.go:242.63,243.44 1 1
gowails/pkg/app/docker/services.go:243.44,245.3 1 1
gowails/pkg/app/docker/services.go:246.2,251.28 3 0
gowails/pkg/app/docker/services.go:251.28,253.38 2 0
gowails/pkg/app/docker/services.go:253.38,254.26 1 0
gowails/pkg/app/docker/services.go:254.26,256.5 1 0
gowails/pkg/app/docker/services.go:256.10,258.5 1 0
gowails/pkg/app/docker/services.go:260.3,260.26 1 0
gowails/pkg/app/docker/services.go:262.2,262.84 1 0
gowails/pkg/app/docker/services.go:262.84,264.3 1 0
gowails/pkg/app/docker/services.go:265.2,265.12 1 0
gowails/pkg/app/docker/services.go:269.101,270.37 1 1
gowails/pkg/app/docker/services.go:270.37,272.47 2 1
gowails/pkg/app/docker/services.go:272.47,274.4 1 1
gowails/pkg/app/docker/services.go:275.8,275.40 1 1
gowails/pkg/app/docker/services.go:275.40,278.3 2 1
gowails/pkg/app/docker/services.go:279.2,279.23 1 1
gowails/pkg/app/docker/services.go:283.55,284.31 1 1
gowails/pkg/app/docker/services.go:284.31,286.3 1 1
gowails/pkg/app/docker/services.go:287.2,288.42 2 1
gowails/pkg/app/docker/services.go:288.42,295.3 1 1
gowails/pkg/app/docker/services.go:296.2,296.14 1 1
gowails/pkg/app/docker/services.go:300.77,317.24 8 1
gowails/pkg/app/docker/services.go:317.24,319.3 1 1
gowails/pkg/app/docker/services.go:321.2,323.13 2 1
gowails/pkg/app/docker/services.go:326.58,327.22 1 1
gowails/pkg/app/docker/services.go:327.22,329.3 1 1
gowails/pkg/app/docker/services.go:330.2,331.27 2 1
gowails/pkg/app/docker/services.go:331.27,338.3 1 1
gowails/pkg/app/docker/services.go:339.2,339.12 1 1
gowails/pkg/app/docker/services.go:343.106,345.2 1 0
gowails/pkg/app/docker/services.go:347.111,349.16 2 1
gowails/pkg/app/docker/services.go:349.16,351.3 1 0
gowails/pkg/app/docker/services.go:354.2,354.37 1 1
gowails/pkg/app/docker/services.go:354.37,356.3 1 1
gowails/pkg/app/docker/services.go:359.2,362.12 3 1
gowails/pkg/app/docker/services.go:366.90,368.2 1 0
gowails/pkg/app/docker/services.go:370.95,372.2 1 1
gowails/pkg/app/docker/services.go:375.109,377.2 1 0
gowails/pkg/app/docker/services.go:379.114,381.16 2 1
gowails/pkg/app/docker/services.go:381.16,383.3 1 0
gowails/pkg/app/docker/services.go:385.2,385.48 1 1
gowails/pkg/app/docker/services.go:385.48,387.3 1 0
gowails/pkg/app/docker/services.go:389.2,393.12 4 1
gowails/pkg/app/docker/services.go:397.91,399.2 1 0
gowails/pkg/app/docker/services.go:401.96,403.16 2 1
gowails/pkg/app/docker/services.go:403.16,405.3 1 0
gowails/pkg/app/docker/services.go:408.2,411.12 3 1
gowails/pkg/app/docker/services.go:416.92,418.2 1 0
gowails/pkg/app/docker/services.go:420.97,422.16 2 1
gowails/pkg/app/docker/services.go:422.16,424.3 1 0
gowails/pkg/app/docker/services.go:426.2,427.12 2 1
gowails/pkg/app/docker/stacks.go:25.88,27.2 1 0
gowails/pkg/app/docker/stacks.go:29.91,31.16 2 1
gowails/pkg/app/docker/stacks.go:31.16,33.3 1 0
gowails/pkg/app/docker/stacks.go:36.2,37.31 2 1
gowails/pkg/app/docker/stacks.go:37.31,38.73 1 1
gowails/pkg/app/docker/stacks.go:38.73,40.4 1 1
gowails/pkg/app/docker/stacks.go:43.2,44.36 2 1
gowails/pkg/app/docker/stacks.go:44.36,50.3 1 1
gowails/pkg/app/docker/stacks.go:52.2,52.20 1 1
gowails/pkg/app/docker/stacks.go:56.115,58.16 2 0
gowails/pkg/app/docker/stacks.go:58.16,60.3 1 0
gowails/pkg/app/docker/stacks.go:63.2,64.31 2 0
gowails/pkg/app/docker/stacks.go:64.31,65.60 1 0
gowails/pkg/app/docker/stacks.go:65.60,67.4 1 0
gowails/pkg/app/docker/stacks.go:70.2,70.20 1 0
gowails/pkg/app/docker/stacks.go:75.88,77.2 1 0
gowails/pkg/app/docker/stacks.go:80.94,82.16 2 1
gowails/pkg/app/docker/stacks.go:82.16,84.3 1 0
gowails/pkg/app/docker/stacks.go:85.2,85.31 1 1
gowails/pkg/app/docker/stacks.go:85.31,86.65 1 1
gowails/pkg/app/docker/stacks.go:86.65,87.57 1 1
gowails/pkg/app/docker/stacks.go:87.57,89.5 1 0
gowails/pkg/app/docker/stacks.go:92.2,92.12 1 1
gowails/pkg/app/docker/stacks.go:96.88,98.16 2 1
gowails/pkg/app/docker/stacks.go:98.16,100.3 1 0
gowails/pkg/app/docker/stacks.go:101.2,101.31 1 1
gowails/pkg/app/docker/stacks.go:101.31,102.60 1 1
gowails/pkg/app/docker/stacks.go:102.60,104.4 1 1
gowails/pkg/app/docker/stacks.go:109.87,111.16 2 1
gowails/pkg/app/docker/stacks.go:111.16,113.3 1 0
gowails/pkg/app/docker/stacks.go:114.2,114.30 1 1
gowails/pkg/app/docker/stacks.go:114.30,115.65 1 1
gowails/pkg/app/docker/stacks.go:115.65,117.4 1 1
gowails/pkg/app/docker/stacks.go:122.87,124.16 2 1
gowails/pkg/app/docker/stacks.go:124.16,126.3 1 0
gowails/pkg/app/docker/stacks.go:127.2,127.33 1 1
gowails/pkg/app/docker/stacks.go:127.33,128.68 1 1
gowails/pkg/app/docker/stacks.go:128.68,130.4 1 1
gowails/pkg/app/docker/stacks.go:134.91,135.65 1 1
gowails/pkg/app/docker/stacks.go:135.65,137.3 1 0
gowails/pkg/app/docker/stacks.go:138.2,141.12 4 1
gowails/pkg/app/docker/stacks.go:146.90,148.16 2 0
gowails/pkg/app/docker/stacks.go:148.16,150.3 1 0
gowails/pkg/app/docker/stacks.go:152.2,152.31 1 0
gowails/pkg/app/docker/stacks.go:152.31,153.65 1 0
gowails/pkg/app/docker/stacks.go:153.65,154.12 1 0
gowails/pkg/app/docker/stacks.go:156.3,156.64 1 0
gowails/pkg/app/docker/stacks.go:156.64,158.4 1 0
gowails/pkg/app/docker/stacks.go:161.2,161.12 1 0
gowails/pkg/app/docker/stacks_compose.go:49.106,51.16 2 0
gowails/pkg/app/docker/stacks_compose.go:51.16,53.3 1 0
gowails/pkg/app/docker/stacks_compose.go:55.2,61.31 3 0
gowails/pkg/app/docker/stacks_compose.go:61.31,62.65 1 0
gowails/pkg/app/docker/stacks_compose.go:62.65,63.12 1 0
gowails/pkg/app/docker/stacks_compose.go:65.3,67.48 3 0
gowails/pkg/app/docker/stacks_compose.go:70.2,73.16 3 0
gowails/pkg/app/docker/stacks_compose.go:73.16,75.3 1 0
gowails/pkg/app/docker/stacks_compose.go:77.2,78.15 2 0
gowails/pkg/app/docker/stacks_compose.go:78.15,80.3 1 0
gowails/pkg/app/docker/stacks_compose.go:81.2,81.24 1 0
gowails/pkg/app/docker/stacks_compose.go:85.61,93.19 3 0
